com_name,com_addr,com_area,com_class,com_trade,com_size,job_name,job_exp,job_edu,job_class,job_keyword,job_pay,job_info,postdate
成都西纬科技有限公司,天府软件园C区12栋6楼,成都-高新区,民营公司,"通信/电信运营、增值服务,通信/电信/网络设备",50-150人,图像评测工程师-机器学习方向,,,系统测试,测试员,0.7-1.2万/月,工作内容：|1.进行具体的版本的测试工作，包括测试图像序列的采集，评价以及报告输出，反馈图像质量问题并跟进问题修改解决并验证回归；|2.根据测试指标，对算法进行评价；|3.负责项目的跟进，协助研发部门分析和解决测试过程中出现的相关问题；|4.负责编写测试用例和测试场景，和进行维护；|任职资格：|1.专科及以上学历，工科背景（包含但不限于：电子、计算机、光学等专业）；|2.熟悉相机系统基本概念和基础知识，会使用单反；|3.了解图像信号处理基本流程，对IQ Tuning有一定的了解；|4.了解深度学习基本概念和测试指标；|5.能够独立承担单个模块的测试任务，能够熟练进行测试用例的设计、编写和执行；；|6.熟悉图像的的基本知识，并且有敏锐的观察能力，能发现各种微细的图像问题；|7.有一定的美术功底，学过绘画优先,
成都试家科技有限公司,成都市高新区天府大道北段1480孵化园,成都,民营公司,计算机软件,50-150人,Slam 图像算法工程师,,,高级软件工程师,,1.5-2万/月,,
同观科技（深圳）有限公司,成都市高新区天府大道北段1480号孵化园9号楼F座507号,成都,合资,"计算机软件,互联网/电子商务",50-150人,算法工程师,,,算法工程师,,1-1.5万/月,,
成都傅立叶电子科技有限公司,成都市武侯区武兴二路17号力德时代12栋A座6楼,成都,上市公司,"计算机服务(系统、数据服务、维修),通信/电信/网络设备",150-500人,算法工程师,3-4年经验,本科,算法工程师,,0.8-1.5万/月,系统指标分析、信号处理算法选型、实现、架构设计|任职条件：|1、良好的英语阅读能力；|2、熟悉最优化理论/运筹学；|3、熟悉数值分析；|4、电子工程相关背景（接收机理论、数字信号处理理论）；|5、熟悉并行计算、编译理论；|6、电子科技、计算机相关专业。,04-08发布
成都国铁电气设备有限公司,成都市双流区西航港空港三路913号,成都-双流区,民营公司,"交通/运输/物流,计算机服务(系统、数据服务、维修)",150-500人,图像算法工程师（20万以上）,5-7年经验,本科,算法工程师,,20-30万/年,岗位职责：|1、负责图像处理与识别领域核心算法的研发；|2、设计能够解决应用需求的具体算法，根据项目需求，完成算法的设计、验证和优化； |3、负责相关图像处理与识别算法的代码实现、集成、测试与维护。|任职要求：|1、具有良好的数学背景，熟悉各类基本的图像处理及模式识别算法，有图像处理和识别方面的项目经验者优先； |2、熟悉OpenCV等工具库的使用； |3、精通C/C++编程，快速编程能力强； |4、对算法研发有强烈的兴趣； |5、具有创新精神，学习能力强，英文读写能力强； |6、具有良好的敬业精神、团队合作精神和沟通能力。,04-08发布
某科技公司,苏州工业园区科技园,苏州-工业园区,创业公司,"互联网/电子商务,通信/电信/网络设备",50-150人,大数据架构师 ，人工智能，云技术博士实习,无工作经验,硕士,系统架构设计师,潜在高级人才,0.8-1万/月,协助,04-08发布
成都精位科技有限公司,天府软件园D6-701,成都-高新区,民营公司,"计算机软件,电子技术/半导体/集成电路",少于50人,算法工程师,5-7年经验,硕士,算法工程师,算法|深度学习|机器学习|计算机视觉|图像识别|图形处理|人脸检测识别|目标检测|OCR,1.5-2万/月,,04-08发布
成都阜特科技股份有限公司,高新区西区大道199号模具工业园C1,成都,民营公司,"新能源,电气/电力/水利",150-500人,控制算法工程师,1年经验,本科,自动控制工程师/技术员,算法工程师,5-7千/月,,04-08发布
云和恩墨（北京）信息技术有限公司,成都高新区天府大道530号东方希望天祥广场,成都-高新区,民营公司,"计算机服务(系统、数据服务、维修),计算机软件",150-500人,机器学习算法实习生,无工作经验,硕士,算法工程师,软件工程师,3-4.5千/月,,04-08发布
成都给米科技有限公司,德商国际B座1005,成都-高新区,民营公司,互联网/电子商务,50-150人,大数据算法工程师,,,风险管理/控制,,0.6-1.5万/月,,
成都四海万联科技有限公司,天府大道北段28号茂业中心C座1507,成都-高新区,创业公司,"通信/电信运营、增值服务,计算机服务(系统、数据服务、维修)",50-150人,AI(机器学习)算法开发工程师,1年经验,本科,高级软件工程师,软件工程师|AI|ML|机器学习|深度学习|人工智能|算法|建模|软件|高新区,1-1.6万/月,任职资格：,04-08发布
北京鼎汉检测技术有限公司成都分公司,成都市高新区府城大道西段399号天府新谷园区10号楼1506室,成都-高新区,民营公司,检测，认证,50-150人,图像算法工程师,无工作经验,本科,算法工程师,系统集成工程师,1-1.5万/月,职位描述：|1、  参与项目核心算法设计；|2、  负责算法的实现，可以根据制定要求完成设计、编码等工作；|3、  负责成像系统的搭建、验证与改进工作；|4、  负责图像效果处理方面的算法研究及实现；|5、  负责算法移植及其测试；|6、  负责方案设计和算法相关文档的编写；|职位要求：|1、图像处理、模式识别及计算机等相关专业硕士（含）以上学历，或本科以上学历有三年以上工作经验者；|2、熟悉常见的图像处理、视频处理、相机标定和模式识别算法；|3、熟练使用C/C++设计和编程，熟悉opencv算法库和matlab等算法设计软件；|4、数学基础扎实，算法原理能够深入，可以根据功能进行算法的定制开发；|5、对机器学习和神经网络比较熟悉，尤其是有卷积神经网络或者深度网络项目经验者优先；|6、熟悉图像2D、3D测量；|7、具备良好的沟通能力和解决实际问题的能力；|福利待遇：入职购买六险一金（公积金为12%），年终奖、带薪年假、话费补贴、员工体检、运动会、员工生日会、传统节日活动、outgoing等等。,04-09发布
成都臻识科技发展有限公司,成都市高新区交子大道300号icp环汇商业广场22楼,成都-高新区,民营公司,"计算机软件,计算机硬件",50-150人,高级算法工程师,,,算法工程师,,25-40万/年,,
京东集团总部,成都市武侯区西部智谷,成都,外资（欧美）,互联网/电子商务,10000人以上,算法工程师,,,算法工程师,算法,2-5万/月,1.负责京东智能客服工作台相关算法优化，包括文本摘要，文本分类，用户会话结束预测等|2.负责对话机器人算法优化，包括用户聊天中意图预测，情绪识别等|任职要求：|1.熟练掌握Java/Python，具有扎实的编程功底|在机器学习、NLP领域有较强的积累，能熟练运用经典的算法LR、SVM、GBDT等|2.熟练掌握深度学习算法CNN、LSTM、Reinforcement Learning|3.能熟练运用tensorflow、keras、caffe等主流算法框架，有一定深度学习项目经验|4.能够快速阅读NLP领域前沿paper，并将论文中思路快速落地|5.较强的沟通能力和团队协作能力，对工作有热情，善于学习新知识，参与过对话机器人工作者优先,
四川精准医疗科技有限责任公司,天府新区湖畔路北段366号天府菁蓉中心A区湖4号楼,成都-高新区,民营公司,"制药/生物工程,医疗/护理/卫生",50-150人,算法工程师,3-4年经验,本科,算法工程师,,6-8千/月,,04-09发布
西安因诺航空科技有限公司,西安高新区锦业路锦业时代B1栋2301室,西安-高新技术产业开发区,民营公司,"电子技术/半导体/集成电路,航天/航空",50-150人,高级飞控算法工程师,3-4年经验,硕士,算法工程师,高级软件工程师,2-3万/月,,04-09发布
北京神州泰岳软件股份有限公司,成都,成都,上市公司,"计算机软件,互联网/电子商务",1000-5000人,算法工程师-鼎富科技-金融智能应用运营中心,5-7年经验,本科,算法工程师,,1.5-2万/月,,04-09发布
成都医联科技有限公司,天府软件园B6栋2层,成都-高新区,民营公司,互联网/电子商务,500-1000人,深度学习算法工程师,2年经验,本科,算法工程师,,1.5-2.5万/月,1. 负责医疗方向的人工智能项目建设；|任职要求：|1. 数学、计算机、自动化等相关专业，本科学历以上，硕士优先；|2. 有过机器学习的实践经验，曾做过生产环境上运行的AI或算法相关项目；|3. 熟练使用开源框架，并能进行算法实现和验证；|4. 精通Python，熟悉多种互联网常用语言和工具，熟练使用Linux；|5. 有医疗行业的互联网经验者优先。,04-09发布
成都市大数据有限公司,成都市高新区吉瑞四路399号金控时代广场东塔楼1号楼8层（锦泰保险大厦）,成都-高新区,国企,"计算机软件,计算机服务(系统、数据服务、维修)",50-150人,大数据算法工程师,5-7年经验,本科,算法工程师,,16-28万/年,"岗位职责：|1.参与大数据分析，大数据处理，数据挖掘等系统的设计和开发；|2.根据业务需求进行数学建模，设计并开发高效算法，并对模型及算法进行验证和实现，解决实际业务问题；|3.应用各种机器学习、数据挖掘技术进行数据分析与数据挖掘；|4.关注人工智能相关算法的业界动态，并结合业务情况进行技术预研；|5.对政务、行业相关的数据进行研究和分析,能按照政府、行业客户相关需求进行建模及算法实现、算法迭代优化等工作。|任职要求：|1.本科及以上学历，计算机、数学或统计学等相关专业，硕士及以上学历优先；|2.具有5年以上大数据算法工作经验及行业资源；|3.了解常用的深度学习算法、机器学习算法以及数学建模知识，并有一定的实践经验；|4.精通Tensorflow、Torch、Caffe、Opencv等任意一种深度学习开源框架者优先；|5.熟练掌握Python/R/Java/Matlab语言及常用数据结构算法，有较强的算法分析及实现能力；|6.熟练使用GPU进行深度学习；|7.有良好、规范的编程习惯和文档编写习惯；|8.热爱钻研新技术，勇于克服困难，能独当一面解决实际问题；|9.工作细致认真，责任心强，热爱钻研新技术，勇于克服困难；|善于沟通，有团队合作意识，具有良好的沟通能力和团队合作精神。",04-09发布
成都玖锦科技有限公司,领事馆路7号保利中心南塔1702,成都,民营公司,"电子技术/半导体/集成电路,仪器仪表/工业自动化",50-150人,算法工程师,,,算法工程师,软件|算法,0.8-2万/月,工作职责：|1、算法预研，以及负责算法性能评估；|2、完成信号处理的matlab仿真设计，并给出报告；|3、指导FPGA实现，或者完成C/C++代码移植；|任职资格：|1、本科及以上学历，通信、电子、计算机或相关专业。三年以上工作经验；|2、精通matlab/simulink，C/C++；|3、具有扎实的通信、数字信号处理的理论基础；|4、精通常用的调制解调（如PSK，QAM，MSK，FSK等等）、扩频跳频、OFDM、雷达方面等方面的任意一种；|5、具有较强的分析、研究和解决问题的能力；|6、具有信号处理实现算法方面的工作经验优先；|7、熟悉2/3/4G、wifi等通信协议者优先；|8、优秀者***。|公司电话：028-86693571,
成都华迈通信技术有限公司,"成都市高新区天府软件园C区10号楼6楼（可乘118,102,115到终点站，可乘地铁一号线到天府五街C2出口）",成都,民营公司,"通信/电信/网络设备,计算机软件",150-500人,前端工程师（人工智能方向）,2年经验,本科,软件工程师,,0.7-1.3万/月,,04-09发布
东莞市盟拓智能科技有限公司,天府软件园,成都,民营公司,仪器仪表/工业自动化,50-150人,图像处理算法工程师,,,算法工程师,算法图像处理,1-1.5万/月,,
中移物联网有限公司,光电园麒麟座D,重庆-渝北区,国企,"通信/电信/网络设备,互联网/电子商务",1000-5000人,RTK算法工程师-信息技术中心,,,软件工程师,,1-1.5万/月,,
成都德芯数字科技股份有限公司,成都市武侯区武兴四路10号,成都-武侯区,民营公司,电子技术/半导体/集成电路,150-500人,人脸识别算法工程师,无工作经验,本科,技术研发工程师,,1.5-2万/月,,04-10发布
成都盯盯科技有限公司,天府软件园C区10栋6楼,成都-高新区,民营公司,"互联网/电子商务,通信/电信运营、增值服务",50-150人,算法工程师,无工作经验,大专,算法工程师,高级软件工程师|C/C++算法,1.5-2万/月,任职要求：|1、本科及以上学历，2年以上工作经验，图像处理、模式识别、机器视觉及应用数学等相关专业；|2、熟悉视频智能算法，熟悉运动目标检测与跟踪、人脸检测、人脸识别方法和技术者优先考虑；|3、灵活运用Matlab或opencv等工具进行图像处理算法快速验证；|4、具备C/C++编程和项目经验，掌握模式识别或图像处理相关知识；|5、从事过至少一项图像处理、模式识别的研发项目或开发项目；|6、有较强的逻辑思维能力、有良好的沟通能力、团队协作意识及独立解决技术问题的能力；|7、做事认真、细致、有責任心，能够承担一定工作压力。,04-09发布
成都泰盟软件有限公司,成都市成龙大道888号经开区总部经济港A9栋,成都,民营公司,"计算机软件,仪器仪表/工业自动化",50-150人,算法工程师,1年经验,硕士,其他,,6-8千/月,岗位职责：|1.负责信号处理与分析相关算法的设计和实现，包括算法设计、优化、验证、评估，编写文档;|2.负责与软件工程师紧密配合完成软件系统研发;|3.完成生物医学前沿算法的预研究并撰写研究报告;|任职要求：|1.生物医学工程/信息工程/软件工程/数学/物理等相关专业，本科或以上学位;|2.熟练使用C/C++，Matlab编程;|3.较强的数学基础，熟悉信号处理相关知识;|4.具备良好的英文读写能力;|5.有生物工程、临床医学算法工作经验者优先;|6.在医学核心期刊发表过第一作者论文者优先,04-09发布
深圳市中钞科信金融科技有限公司,成都分公司,成都,国企,"计算机软件,计算机服务(系统、数据服务、维修)",150-500人,软件开发/算法工程师（图像处理方向）,,,软件工程师,软件开发,9-12万/年,"工作地点: 成都市一环路南2段16号科分院计算所内|招聘人数：3-6人|1.负责产品功能模块的开发；|  2.负责产品模块的架构设计；|  3.负责新产品、新技术调研与论证； |  4.针对机器视觉检测设备，开发检测系统软件部分；|  5.负责信息化系统设计、应用软件与算法桥接。|1.本科及以上学历，计算机、软件、电子、通信、机器视觉及图像处理相关专业；|2.深刻理解计算机数据结构和算法设计，精通C/C++/VC++编程语言,有良好的编程功底；|  3.了解数据库，熟练使用SQL语句；|  4.了解常见的网络协议（如TCP/IP、HTTP等)以及相关的网络开发技术；|  5.了解windows操作系统原理，熟练运用系统层支持应用开发；|  6.具备良好的团队合作精神和沟通能力；|  7.具备优秀的分析问题和解决问题的能力；|  8.具备较强的责任感，工作认真踏实；|  9.具有以下条件者优先： |  -具备图像处理相关领域或人工智能与深度学习领域相关知识和技能者优先；|-在计算机领域相关的编程大赛获奖、专业期刊发表文章者优先；|  -有一定项目经验，熟悉软件工程开发流程者优先；",
成都费恩格尔微电子技术有限公司,天府软件园E区1号楼3层,成都-高新区,民营公司,电子技术/半导体/集成电路,50-150人,算法工程师-人脸,无工作经验,硕士,其他,,0.8-1.6万/月,岗位职责：|1、负责人脸识别包括检测、识别、跟踪等技术研究；|2、负责算法白盒测试相关工作，撰写开发文档。|任职资格:|1、重点院校数学或计算机相关专业，硕士及以上学历；|2、精通图像识别理论和算法，对人脸识别相关算法及应用有深入了解，有商用级别的产品或3D人脸识别研发经验优先考虑；|3、对机器学习、深度学习有较深理解和应用，能独立开展研发工作；    |4、极佳的工程实践能力，熟练使用C/C++等至少一门语言；    |5. 良好的代码书写习惯和文档撰写能力。,04-10发布
成都主导科技有限责任公司,成都市青羊区蛟龙工业港A区45号,成都,民营公司,"交通/运输/物流,仪器仪表/工业自动化",500-1000人,数据挖掘算法工程师,1年经验,硕士,算法工程师,数据挖掘|整合分析|统计,10-30万/年,岗位职责：|1. 数据挖掘需求提取与方案；|  2. 负责大数据平台和外部数据的整合分析；|  3. 负责搭建挖掘模型、机器学习算法的具体实现；能够处理海量数据，快速得出结果及验证模型建立与验证。|任职条件：|1. 硕士以上学历，数学、或计算机等相关专业；|  2. 掌握数据挖掘技术和相关机器学习算法技术；|  3. 掌握基本的数据结构和算法；|  4. 具有良好的数学基础；|  5. 具有钻研和创造力，具有较强的专业英语读写能力，能够通过阅读论文学习最新算法和理论。,04-10发布
四川弘和集团,武科东四路11号慧谷科技园,成都-武侯区,民营公司,"计算机服务(系统、数据服务、维修),互联网/电子商务",150-500人,销售经理（偏人工智能大数据、智能识别产品）,3-4年经验,大专,企业/业务发展经理,销售,5-9千/月,1、在部门经理的领导下，进行销售业务拓展、推进。 独立开拓商机、项目信息收集，了解行业动态。|2、制定销售推进策略，意向客户转化。|3、完成个人销售收入、净利润指标和销售回款指标。                                                                              |4、负责部门经理安排的收款工作，协助相关人员完成收款的商务对接，并回款到账。 |任职要求：|1、3年以上软件产品销售经验；|2、人工智能产品销售或者大数据产品销售经验优先；|3、有成功运作的项目经验,04-10发布
成都卡莱博尔信息技术股份有限公司,高新区天府软件园E区1栋10楼,成都,民营公司,计算机软件,50-150人,算法工程师,3-4年经验,本科,算法工程师,,0.8-2万/月,,04-10发布
成都汇蓉国科微系统技术有限公司,成都天府新区菁蓉大厦803室,成都-高新区,民营公司,"电子技术/半导体/集成电路,计算机软件",少于50人,雷达算法工程师,2年经验,硕士,算法工程师,,1-1.5万/月,  1.参与微系统总体方案设计；|   2开展雷达系统算法仿真设计；|   3.与软硬件工程师协调，对算法进行优化，并参与系统调试；|   4.负责仿真算法知识产权工作；|   5.撰写相应的设计文档。| 1.信号与系统、雷达系统、信号处理、自动化等专业方向，硕士研究生及以上学历；|  2.精通数字信号处理或图像处理算法相关理论和算法，精通MATLAB信号处理编程及仿真；|  3 .雷达信号处理理论功底深厚；| 4.主持或参与至少一项通信、航空航天、大数据、人工智能等行业领域的算法仿真开发；| 5.熟悉军工行业和微系统产业者优先；| 6.热爱学习、善于学习，乐于团队合作，抗压能力强。,04-10发布
百创汇国际生物科技（武汉）股份有限公司,天府新区菁蓉大厦,成都,民营公司,"制药/生物工程,专业服务(咨询、人力资源、财会)",少于50人,AI人工智能工程师,,,其他,,0.8-1万/月,,
上海珞鹏航空科技有限公司,益州大道北段555号创新时代广场3号楼906室,成都-高新区,民营公司,航天/航空,少于50人,无人机导航算法工程师(职位编号：CD009),2年经验,硕士,算法工程师,科研人员|导航|导航算法|测绘|测绘算法|通讯|无人机|汽车|探测导航|制导,0.8-1.5万/月,,04-10发布
中电科软件信息服务有限公司,天府软件园E3,成都-高新区,国企,"计算机软件,计算机服务(系统、数据服务、维修)",500-1000人,大数据算法工程师,3-4年经验,本科,算法工程师,互联网软件开发工程师|自然语言处理|深度学习|TensorFlow|医疗|图像识别,15-20万/年,,04-10发布
成都宋元光电科技有限公司,天府四街,成都-高新区,民营公司,电子技术/半导体/集成电路,少于50人,算法工程师,2年经验,硕士,算法工程师,无线通信工程师|算法工程师,0.9-1.5万/月,1、负责雷达产品的算法设计、验证及实现；|2、参与硬件产品架构设计；|3、参与硬件电路设计及调试；|4、负责应用相关设计文档的编写。|任职要求：|1、雷达、通信等相关项目经验2年以上；|2、硕士及以上学历，电子、雷达、通信等相关专业；|3、掌握常见雷达或相关信号处理算法，具备良好算法设计及分析能力；|4、必须熟悉C语言及相关开发工具，熟练掌握 TI DSP开发工具；|5、良好的沟通协调和学习能力及团队合作精神，严谨务实的工作态度；|6、身体健康，具备高强度工作压力承受能力。,04-10发布
慧众行知科技（北京）有限公司,武侯区武兴四路166号西部智谷D区2栋1单元603,成都,民营公司,"通信/电信/网络设备,计算机软件",150-500人,GPU算法工程师（中级）,无工作经验,本科,通信技术工程师,无线通信工程师,0.6-1.5万/月,1、 基于Matlab算法源码、C/C++算法源码，在GPU或MIC平台上实现通信和信号处理算法的并行化移植；|2、根据相关文献资料，独立完成算法原型的仿真和GPU或MIC平台上的并行实现；|3、对GPU并行代码进行分析和优化，达到技术指标要求。|职位要求：|1、 电子工程、通信工程、信号处理、应用数学、计算机等相关专业毕业，本科及以上学历；|2、 熟练掌握CUDA工具的使用，包括IDE开发环境（Visual Studio）和分析工具（Nsight）；|3、 熟悉CUDA C/C++，或OpenCL，或OpenACC等并行编程语言；|4、 有数字信号处理、通信信号处理算法移植和优化的工作经验者优先；|5、 有算法设计经验者优先；|6、 有嵌入式软件编程经验者优先；|7、 具有良好的团队协作精神、善于沟通，能吃苦耐劳，能承受工作压力；热爱工作，热爱生活。,04-10发布
四川川大智胜软件股份有限公司,武科东一路7号,成都,民营公司,计算机软件,150-500人,算法工程师,无工作经验,本科,算法工程师,,1-2万/月,,04-10发布
成都配天智能技术有限公司,武兴五路355号西部智谷A1-1,成都-武侯区,民营公司,"汽车及零配件,电子技术/半导体/集成电路",少于50人,图像算法工程师,3-4年经验,硕士,算法工程师,,1.5-2万/月,工作职责：|- 负责图像处理算法研发；|- 撰写算法研发文档；|- 用C/C++实现图像处理算法；|- 领导安排的其他任务；|职责要求：|- 数学、物理、计算机等相关专业硕士及以上学历|；|- 在基于相机/雷达的物体检测、识别、跟踪；场景分割、理解；立体视觉等领域具有研发经验；|- 有扎实的图像处理功底；能够不借助第三方图像库实现常用图像处理算法、计算机算法等；有设计算法解决问题的经验；|- 发表过影响力论文者更佳；|- 具备较好的编程能力，熟练掌握C/C++，python等编程语言，有Linux下编程开发经验为佳；|- 熟悉图像识别领域的常用工具如OpenCV/Matlab等|- 有较好的文献查阅能力；|- 具备较好的沟通表达能力和团队合作意识。,04-10发布
汇众天智科技,德源镇胜利北街217号（菁蓉镇）,成都-郫都区,创业公司,"计算机服务(系统、数据服务、维修),互联网/电子商务",50-150人,（实习）人工智能训练师(职位编号：001),无工作经验,大专,实习生,数据标注|数据采集|实习|运营|人工智能,2-3千/月,【招聘职位】：人工智能训练师|【职位福利】：|       作为一家科技公司，我们开放式办公，可带上你的宠物一起上班，还有能让你吃到饱的零食，不定期聚餐，就连看书也能拿奖金！年中优秀员工旅行计划。如果你表现优秀，成绩突出，责任心强，可申请远程办公。|【职位描述】：|【任职要求】：|【工资待遇】：|                                                    ,04-10发布
成都宏鑫软科技有限公司,海昌路87号32栋101,成都,民营公司,"计算机软件,计算机服务(系统、数据服务、维修)",少于50人,图形算法工程师(3D图形软件),2年经验,本科,软件工程师,c|c++|cad|erp|catia|caa,0.6-1万/月,工作职责： |1、参与公司图形图像算法设计与开发；|2、构建高效率的算法平台，优化产品各环节的用户体验。|3、参与CATIA、MicroStation平台深度开发|任职要求：|1、计算机、机械、建筑专业本科及以上，熟悉计算机图形学和良好数学知识优先|2、2年以上Window平台C/C++开发经验，熟悉MFC、WinAPI、OpenGL、OpenCV、OpenCASCADE之一；|3、对机器视觉、图像处理技术有浓厚的兴趣|4、良好的英文资料阅读能力。,04-10发布
上海登临科技有限公司,天府大道,成都-高新区,合资,计算机硬件,50-150人,深度学习应用算法工程师,1年经验,本科,算法工程师,,15-60万/年,,04-10发布
福州鑫图光电有限公司,高新区天府新谷,成都,民营公司,"电子技术/半导体/集成电路,仪器仪表/工业自动化",50-150人,视觉算法工程师,3-4年经验,硕士,算法工程师,,1-1.5万/月,1. 图像处理底层算法设计，编程实现及优化；|2. 根据具体的项目需要，针对关键技术，提供全面的技术支持；|3. 负责系统中二维三维图像分析模块的算法和实现；|4. 跟踪最新的图像技术发展，将其融入到公司的产品中。|岗位要求：|1. 硕士学历，2年以上工作经验，博士学历，1年以上工作经验；|2. 图像处理、模式识别、数学、物理、计算机、自动化等相关理工科专业；|3. 扎实的编程能力和数学基础；|4. 熟悉Halcon、C++、OpenCV、Matlab至少一种；|5. 具有3D建模、反卷积、景深融合等算法及产品实现者优先。|6. 学习能力强，善于与人沟通，强烈的责任心，具有团队精神和创新精神。,04-10发布
上海博登信息科技有限公司,四川成都高新区天府软件园A4,成都-高新区,民营公司,计算机软件,50-150人,数据挖掘算法工程师,无工作经验,本科,数据库工程师/管理员,算法工程师|数据挖掘|通信数据分析|BI|SAS|SPSS,0.8-1.6万/月,,04-10发布
北京嘉遁数据科技有限公司,天合凯旋南城B座810,成都-高新区,民营公司,计算机软件,少于50人,大数据算法工程师,2年经验,大专,大数据开发/分析,算法工程师|大数据|数学|计算机,1.2-1.8万/月,,04-10发布
清华大学苏州汽车研究院大数据处理中心,府城大道西段 399号,成都-高新区,民营公司,"互联网/电子商务,教育/培训/院校",50-150人,识别算法工程师,3-4年经验,本科,软件工程师,手写识别,1.2-2万/月,"职位描述：|开发人工智能系统中文字识别各个功能模块的开发，和性能优化相关工作。|所需经验、能力要求：|1. 计算机类相关专业本科（3年以上工作经验）或者硕士/博士以上学历，专业内容包含模式识别，机器学习，人工智能，数据挖掘方向者优先;|2. 精通JAVA、或C/C++等,至少一门编程语言;|3. 对模式识别领域的算法以及实现有深入的了解；|4. 有识别相关项目实际研发经验者优先。|5. 熟练使用Eclipse、MyEclipse、SVN 和 Maven,熟悉Linux操作系统优先；|6. 具备良好的编程风格，有创造性，对新知识敏感，有较强的学习和吸收能力；|7. 逻辑思路清晰，工作认真负责，良好的团队合作精神，对敏捷开发概念及流程有所了解；为人正直诚信、责任心强，能主动工作；",04-10发布
杭州英歌智达科技有限公司,庆隆路9号B幢,杭州,民营公司,"计算机软件,计算机服务(系统、数据服务、维修)",50-150人,算法工程师,,,高级软件工程师,软件工程师,1-2.5万/月,,
成都博辰教育咨询有限公司,天府二街蜀都中心一期4栋2604,成都-高新区,民营公司,"教育/培训/院校,专业服务(咨询、人力资源、财会)",少于50人,人工智能,,,其他,,6-8千/月,,
成都智明达电子股份有限公司,成都市青羊区青羊工业总部基地E-17栋智明达,成都,民营公司,"电子技术/半导体/集成电路,计算机硬件",150-500人,雷达算法工程师,无工作经验,本科,算法工程师,,15-25万/年,工作职责|1、负责雷达或通信类相关算法的研究；|2、负责算法嵌入式平台实现、仿真和维护；|        |3、参与项目联调和维护；|4、上级交办的其他事宜。|任职资格|1、电子、通信、无线电或数学相关专业，本科以上学历；|2、熟练使用算法工具；|3、精通波束合成、扫描算法、脉压、动目标检测等雷达相关算法及模型；|4、具备良好的职业道德、团队精神和开拓进取的意识；|5、有实际整机项目经验者优先；|6、有天线设计及电磁场仿真经验者优先；|                        |7、有算法实现经验者（嵌入式平台，如DSP或FPGA）优先。,04-10发布
成都恒图科技有限责任公司（fotor）,成都市高新区科园2路10号航利研发中心2栋2单元11楼2A-2B,成都,民营公司,"计算机软件,互联网/电子商务",50-150人,DL算法工程师,3-4年经验,大专,算法工程师,,0.9-1.5万/月,,04-10发布
成都熊谷加世电器有限公司,成都市高新西区天彩路100号,成都-郫都区,民营公司,机械/设备/重工,150-500人,图像处理算法工程师,,,软件工程师,,0.7-1万/月,,
美团-大众点评,当地办公室,成都,合资,"互联网/电子商务,计算机软件",10000人以上,广告算法工程师（外卖事业部）,1年经验,本科,高级软件工程师,软件工程师|算法|机器学习,1.5-4万/月,岗位职责：|1，广告相关算法的研究及开发工作；|2，CTR/CVR预估算法及系统的研发；|3，O2O广告模式、机制策略的探索研究；|4，Query分析及相关性的研发；|5，智能投放、运营侧算法的研究与优化；|岗位要求 :|1，熟练掌握linux下面向对象编程；(熟悉Java最好)|2，熟悉机器学习、数据挖掘、NLP；|3，对数据敏感，有较强数据分析和解决问题能力；|加分项：|1，有一年以上广告/推荐/搜索算法、架构经验；|2，对技术有热情，动手能力强，参加过各类竞赛并取得较好成绩；|3，有高并发情况下的系统设计及实现经验；,04-10发布
北京赫德阳数据通信科技有限公司,高新大道999号未来科技城,武汉,民营公司,"通信/电信运营、增值服务,计算机软件",少于50人,大数据算法工程师,无工作经验,本科,算法工程师,,1.5-3万/月,,04-10发布
成都泓睿科技有限责任公司,高新西区西芯大道12号,成都,民营公司,"多元化业务集团公司,医疗设备/器械",150-500人,机器视觉算法工程师,无工作经验,本科,软件工程师,,1-2.5万/月,,04-10发布
成都杰微企业管理咨询有限公司,成都市高新区吉泰五路88号T3栋905（天府三街地铁口）,成都-高新区,民营公司,"专业服务(咨询、人力资源、财会),电子技术/半导体/集成电路",少于50人,算法工程师（宜宾/泸州/内江）,,,算法工程师,,30-35万/年,根据应用场景提供AI技术解决方案，完成相关的机器学习项目，包括需求分析、特征工程、模型调优、效果评估，算法分解等，精通机器学习常用算法，有深度学习模型开发经验，如CNN，RNN，LSTM等|技能要求（至少具备以下三项技能）:|1.熟悉java、Scala、Python、C/C++等一门或多门编程语言。|2.熟悉matlab算法建模与仿真|3.熟悉数字信号处理原理，有FFT，FIR设计开发经验|4.熟悉无线基带算法，有信道编解码，信道均衡算法开发经验|5.熟悉随机过程原理，掌握常见统计分布原理及应用，如伯努利分布，高斯分布，指数分布，瑞利分布|6.熟悉视频编码标准（MPEG-4，H264，VP8，VP9，HEVC）熟悉DCT变换，及熵编码（Entropy Encoding）（行程码（RLE）、LZW编码、香农（Shannon）编码、哈夫曼（Huffman）编码和算术编码（Arithmetic coding））。|7.熟悉机器学习基础算法，熟悉一个或多个主流深度学习框架，如Tensorflow、Caffe等理解并实际使用过CNN、RNN、LSTM等|基本要求：|1.具备 3年以上的基带或视频或AI算法开发经验；|2.能够积极主动、高效并独立完成工作内容，具有良好的团队协作能力；|3.能够主动承担责任。,
